vaalipiiri,id,sukunimi,etunimi,nimi,puolue,ikä,sukupuoli,Toimin tällä hetkellä kansanedustajana.,valittu,sitoutumaton,kotikunta,ehdokasnumero,Mitä asioita haluat edistää tai ajaa tulevalla vaalikaudella,Vaalilupaus 1,Vaalilupaus 2,Vaalilupaus 3,Äidinkieli,Kotisivun osoite:,Facebook-profiilin osoite:,Twitter-profiilin osoite:,Lapsia,Perheeseeni kuuluu:,Vapaa-ajalla sydäntäni lähinnä on,Työnantaja,Ammattiasema,Ammatti,Koulutus,Kielitaito,Uskonnollinen yhteisö,Poliittisen puolueen jäsen,Poliittinen kokemus,Käytän vaaleihin rahaa,Ulkopuolisen rahoituksen osuus,Tärkein ulkopuolinen rahoituslähde,Vuositulot,Sijoitusten arvo (esim. osakkeet - rahastot),127|Suomessa on liian helppo elää sosiaaliturvan varassa,128|Kaupan ja muiden liikkeiden aukioloajat on vapautettava.,129|Suomessa on siirryttävä perustuloon joka korvaisi nykyisen sosiaaliturvan vähimmäistason.,130|Työntekijälle on turvattava lailla minimityöaika.,131|Ansiosidonnaisen työttömyysturvan kestoa pitää lyhentää.,132|Euron ulkopuolella Suomi pärjäisi paremmin.,133|Ruoan verotusta on varaa kiristää.,134|Valtion ja kuntien taloutta on tasapainotettava ensisijaisesti leikkaamalla menoja.,135|Lapsilisiä on korotettava ja laitettava verolle.,136|Suomella ei ole varaa nykyisen laajuisiin sosiaali- ja terveyspalveluihin.,137|Nato-jäsenyys vahvistaisi Suomen turvallisuuspoliittista asemaa.,138|Suomeen tarvitaan enemmän poliiseja.,139|Maahanmuuttoa Suomeen on rajoitettava terrorismin uhan vuoksi.,140|Venäjän etupiiripolitiikka on uhka Suomelle.,141|Verkkovalvonnassa valtion turvallisuus on tärkeämpää kuin kansalaisten yksityisyyden suoja.,142|Suomen on osallistuttava Isisin vastaiseen taisteluun kouluttamalla Irakin hallituksen joukkoja.,143|Parantumattomasti sairaalla on oltava oikeus avustettuun kuolemaan.,144|Terveys- ja sosiaalipalvelut on tuotettava ensijaisesti julkisina palveluina.,145|Viranomaisten pitää puuttua lapsiperheiden ongelmiin nykyistä herkemmin.,146|Vanhuksen ja hänen omaistensa vastuuta hoitokustannuksista on lisättävä.,147|Kansalaisten oikeus terveyspalveluihin on tärkeämpää kuin kuntien itsehallinto.,148|Ilmastonmuutoksen hillitseminen pitää asettaa teollisuuden kilpailukyvyn edelle.,149|Geenimuunneltu ruoka on turvallista ihmiselle ja ympäristölle.,150|Suomen pitää ottaa suurempi vastuu EU:n alueelle tulevista turvapaikanhakijoista.,"151|On aika luopua ajatuksesta, että koko Suomi on pidettävä asuttuna.",152|Peruskoulun opetusryhmien koko on rajattava lailla esimerkiksi 20 oppilaaseen.,201|Suomen Nato-jäsenyydestä on järjestettävä kansanäänestys.,244|Hyväksytään periaatepäätös uuden ydinvoimalaitosyksikön rakentamisesta.,245|Tuloveroa alennetaan tasaisesti kaikissa tuloluokissa talouden elvyttämiseksi.,246|Edellisen eduskunnan hyväksymä lainmuutos samaa sukupuolta olevien avioliiton sallimisesta peruutetaan.,247|Mietojen viinien ja vahvojen oluiden myynti ruokakaupassa sallitaan.,248|Ruotsin kielen opiskelu muutetaan vapaaehtoiseksi.
01 Helsingin vaalipiiri,5215,Månsson,Björn,Månsson Björn,Suomen ruotsalainen kansanpuolue,62,M,0,0,0,Helsinki,105,"Järkevää taloudenpitoa, mutta ei lasten, vanhusten eikä muitten haavoittuvien ryhmien kustannuksella.","Lupaan edistää lasten ja nuorten hyvinvointia, siinä maamme menestyksen avain.","Lupaan edistää vanhempien ihmisten kunnioittamista, niin ettei ketään vanhoina päivinään jätetä oman onnensa nojaan.",Lupaan että jokaista päätöstä tehdessäni tähtään työllisyyden edistämiseen.,ruotsi ,http://www.bjornmansson.fi,https://www.facebook.com/bjorn.mansson.3,https://twitter.com/@ManssonBjörn,kyllä ,"Vaimo, kolme aikuista poikaa, neljä lastenlasta.",kirjallisuus ja elokuvat ,ei työelämässä,joku muu,"toimittaja, kuntapoliitikko",ylioppilas ,suomi |ruotsi |englanti |saksa |venäjä ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,5 000-10 000 euroa ,81-100%,puolueen tuki ,30 000-50 000 euroa ,ei sijoituksia ,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Tyhjä,Ei,Ei,Ei,Ei
10 Vaasan vaalipiiri,4806,Mäenpää,Juha,Mäenpää Juha,Perussuomalaiset,43,M,0,0,0,Ilmajoki,74,"Maahanmuuton järkeistäminen, ostovoiman parantaminen, yritysverotuksen uudistaminen ns. Viron veromallia mukaillen, ALV-velvvollisuuden alarajan nostaminen 50 000€. Vakuutuslääkärien mielivallan lopettaminen, Kotimaisen energian laajamittainen käyttöön otto, tämä lois maahamme kymmeniä tuhansia työpaikkoja.",Suhtaudun maahanmuuttoon kriittisesti. Myös kansanedustajana.,Puolustan Altian tehtaan valtio-omistusta.,Valtion menoja on leikattava. Yritän tehdä leikkauksia oikeudenmukaisesti.,suomi ,http://www.perusjuha.fi,https://www.facebook.com/perusjuha,,kyllä ,"Vaimo Outi, Lapset Konsat 17, iida,15, Severi 8, Kunto5, koira ja 4 kissaa",liikunta ,ei työelämässä,joku muu,Koneinsinööri,korkeakoulututkinto ,suomi |englanti ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,5 000-10 000 euroa ,21-50% ,yksityiset lahjoitukset ,30 000-50 000 euroa ,0-10 000 euroa ,1 - täysin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,,,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,Kyllä,Ei,Kyllä,Kyllä,Kyllä,Kyllä
04 Satakunnan vaalipiiri,5952,Mäenranta,Pasi,Mäenranta Pasi,Perussuomalaiset,51,M,0,0,0,Rauma,20,"Tietysti Satakunnan asioita, mutta koko valtakunnalisesti terveys, koulutus, ja työn kannattavuutta.",Terveyspalveluiden saatavuus kaikille tasapuolisesti,"Yrittäjille, etenkin PK-sektorin byrokratian vähentämistä ja alv. huojennus.","Oman kansan, eli Suomalaisten asioiden ensisijainen hoitaminen ja sitten vasta maailmanparannus.",suomi ,http://www.pasimaenranta.fi,https://www.facebook.com/pages/Pasi-M%C3%A4enranta-Eduskuntaan-2015/906592502725320?ref=bookmarks,https://twitter.com/@MaenrantaPasi,kyllä ,"vaimo, 2 poikaa, ja koira",liikunta ,,työntekijä ,koneahtaaja,peruskoulu ,suomi |englanti ,evankelis-luterilainen kirkko ,kyllä ,kunnan- tai kaupunginvaltuusto ,1 000-5 000 euroa ,1-20 % ,yksityiset lahjoitukset ,20 000-30 000 euroa ,0-10 000 euroa ,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Kyllä,Kyllä,Kyllä,Kyllä,Kyllä
07 Pirkanmaan vaalipiiri,5625,Mäensivu,Repe,Mäensivu Repe,Suomen Kristillisdemokraatit (KD),27,M,0,0,0,Sastamala,13,"Pienyrittäjyys kannattavammaksi ja riskittömämmäksi. Ahkeruudesta ei saa rangaista koulutuksessa, yrittäjyydessä eikä työnteossa. Perheillä tulee säilyä päätösvalta lapsensa kasvatuksesta.",Lapsien ja nuorten kuormasta ei enää syödä. Syömävelka on saatava loppumaan.,Yrittäjyyden tulee olla kannattavaa. Erityisesti yrityksen ensitaipaleen pitää olla helpompi. Turhaa byrokratiaa pois.,Opsikelun tulee keskittyä osaamisen lisäämiseen ei tutkintojen lisäämiseen. Yliopistojen rahoitus tulee perustua muulle kuin opintopisteiden,suomi ,http://repemaensivu.fi,http://www.facebook.com/RepeMaensivuPolitiikkaan,,,Vaimo,liikunta ,yksityinen ,asiantuntijatehtävä ,Järjestelmien suunnittelija,ylioppilas ,suomi |ruotsi |englanti ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,1 000-5 000 euroa ,81-100%,puolueen tuki ,20 000-30 000 euroa ,ei sijoituksia ,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,ohita kysymys,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,Kyllä,Kyllä,Ei,Kyllä,Ei,Kyllä
02 Uudenmaan vaalipiiri,5808,Mäkelä,Ari,Mäkelä Ari,Kansallinen Kokoomus,52,M,0,0,0,Hyvinkää,312,"Turvallisuus, pienyrittäjän tukeminen, byrokratian vähentäminen, työllistyminen,",,,,suomi ,http://www.arimakela.fi,http://facebook.com/ari.makela.uusimaa,,kyllä ,Avovaimo,penkkiurheilu ,yksityinen ,työntekijä ,Korjaamopäällikkö,ammattitutkinto ,suomi ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,20 000-50 000 euroa ,21-50% ,yritysten tuki ,30 000-50 000 euroa ,ei sijoituksia ,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,ohita kysymys,ohita kysymys,3 - jokseenkin eri mieltä,ohita kysymys,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,Kyllä,Kyllä,Kyllä,Ei,Kyllä,Kyllä
08 Kaakkois-Suomen vaalipiiri,4159,Mäkelä,Jani,Mäkelä Jani,Perussuomalaiset,38,M,0,1,0,Lappeenranta,114,"Suomalainen työ, peruspalvelut, maahanmuuttokriittisyys, EU-ja eurokriittisyys, Kaakon edunvalvonta.","Työn tekemisen ja teettämisen täytyy aina kannattaa. Aion panostaa työ esteiden poistamiseen, työntekijän oikeuksia polkematta.","Aion asettaa kansalaisten terveyden, turvallisuuden ja peruspalvelut  etusijalle. Säästöt löytyvät vähemmän tärkeistä asioista.","Puolustan oman seutukunnan etuja. Meillä tarvitaan töitä, teitä ja investointeja. Alueella on nyt muuttotappiota ja työttömyyttä.",suomi ,http://www.janimakela.fi/,https://www.facebook.com/janimakelavaalit,https://twitter.com/JaniMakelaFi,kyllä ,Vaimo ja kaksi tytärtä.,liikunta ,yksityinen ,asiantuntijatehtävä ,Järjestelmäasiantuntija,korkeakoulututkinto ,suomi |englanti ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,20 000-50 000 euroa ,1-20 % ,yksityiset lahjoitukset ,50 000-70 000 euroa ,10 000-50 000 euroa ,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Ei,Ei,Kyllä,Kyllä,Kyllä
02 Uudenmaan vaalipiiri,5482,Mäkelä,Outi,Mäkelä Outi,Kansallinen Kokoomus,40,F,1,1,0,Nurmijärvi,313,"Haluan huolehtia, että Suomessa on turvattu mahdollisuudet yrittää, työllistyä ja elää hyvää arkea kaikissa elämänvaiheissa.    Unelmieni Suomi on kilpailukykyinen osaamisyhteiskunta, jossa työnteko on houkuttelevaa ja kannattavaa.     Oikein kohdennettu koulutus takaa mahdollisuudet työllistyä. Yhteiskunnallinen kehitys nojaa terveellä tavalla yrittäjyyteen.    Peruspalvelut ovat laadukkaita ja niitä on mahdollista hankkia joustavasti mm. kotitalousvähennysten ja palveluseteleiden avulla. Kotona tehtävää lasten- ja omaishoitajien työtä arvostetaan ja siihen kannustetaan.    Suomi on omavarainen, turvallinen maa, jolla on vahva asema Euroopassa. Kaveria ei jätetä, ikääntyviä arvostetaan ja puhtaasta luonnosta huolehditaan.     Kulttuuri, taide ja innovaatiot ovat voimavaroja jotka lisäävät ihmisten hyvinvointia ja Suomen menestystä.",Työn verotusta kevennetään,Työllistämisen kynnystä madalletaan,Lisätään työaikapankkien käyttöä ja helpotetaan paikallista sopimista,suomi ,http://www.outimakela.com,https://www.facebook.com/outi.makela.50,http://www.twitter.com/outimakela,kyllä ,"aviomies, poika ja koira",ruoka ja juoma,julkinen ,joku muu,Kansanedustaja,korkeakoulututkinto ,suomi |ruotsi |englanti |saksa |ranska ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto |kansanedustaja ,20 000-50 000 euroa ,1-20 % ,yksityiset lahjoitukset ,70 000-100 000 euroa ,ei sijoituksia ,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,Kyllä,Kyllä,Kyllä,Ei,Kyllä,Ei
10 Vaasan vaalipiiri,5811,Mäki,Jari,Mäki Jari,Kansallinen Kokoomus,56,M,0,0,0,Ilmajoki,101,Yritysten taakkaa kevennettävä sekä verotuksen sekä erilaisten viranomaisvelvoitteiden osalta.,Yritysverotus ja arvonlisävero alemmas.Työllistämisen sivukulut pienemmiksi.,Työteko kunnia-asiaksi.,,suomi ,,https://www.facebook.com/jarieduskuntaan,,kyllä ,"Vaimo , 4 lasta , nuorin tänä vuonna 18 v  2 lastenlasta",,yksityinen ,yrittäjä ,Toimitusjohtaja,ammattitutkinto ,suomi |englanti ,evankelis-luterilainen kirkko ,kyllä ,kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,5 000-10 000 euroa ,,,,,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,ohita kysymys,4 - täysin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,Ei,Kyllä,Kyllä,Kyllä,Kyllä,Ei
04 Satakunnan vaalipiiri,4892,Mäki,Pirjo,Mäki Pirjo,Suomen Sosialidemokraattinen Puolue,64,F,0,0,0,,119,Nuorten yht.kuntatakuun jatkaminen. Ehkäistä nuorten syrjäytymistä erilaisin toimenpitein. Vanhusten laitos-ja kotihoitoon  resursseja. Yksinelävien taloudelliseen toimeentuloon tarkistuksia esim.veroja keventämällä.,Viedä eteenpäin ajamiani asioita,Lupaan olla oma itseni,Tehdä yhteistyötä muiden kanssa,,http://www.pirjomaki.fi,http://facebook.com/pirjo.maki.16,http://twitter.com/MakiPirjo,kyllä ,"Yksi tyttö, jolla oma perhe","teatteri, tanssi ja ooppera ",julkinen ,toimihenkilö ,"asiantuntija, työvoimapalvelut",ammattitutkinto ,suomi ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,1 000-5 000 euroa ,81-100%,puolueen tuki ,20 000-30 000 euroa ,,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,ohita kysymys,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,Kyllä,Tyhjä,Ei,Ei,Kyllä,Kyllä
01 Helsingin vaalipiiri,5701,Mäki,Sami,Mäki Sami,Itsenäisyyspuolue,39,M,0,0,0,Sastamala,191,"Haluan edistää terveyttä ja terveellisiä elintapoja kansan keskuudessa. Kaivostoiminnan kansallistamista ja verottamista Ruotsin tapaan. Virkamieskoneiston rakenteiden keventämistä ja sitä kautta verorahojen säästöä. Poliittisten virkanimitysten lakkauttamista ja valinnan keskittymistä poliittisen suuntauksen sijasta pätevyyteen. Vähentämään valtionvelan ottoa yksityisiltä pankeilta.  Parantamaan työnteon sekä pienyrittäjyyden kannattavuutta ilman, että perusturvaa leikataan. Kohtuullistamaan asumiskustannuksia. Eläkkeiden ja lapsilisien tuntuvaa korotusta. Kannatan myös puoluetuen lopettamista tai tasapuolistamista aidon demokratian lisäämiseksi.",Lupaan olla sanojeni mittainen.,Edistän yhteistä hyvinvointia tasapuolisesti.,Katson asioideni vaikutusta tuleville sukupolville myös sopivaksi.,suomi ,https://www.facebook.com/sami.maki.2015,https://www.facebook.com/sami.maki.2015,https://www.facebook.com/sami.maki.2015,ei,,ruoka ja juoma,,asiantuntijatehtävä ,It- ja terveystiedon asiantuntija.,joku muu,suomi |englanti ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,alle 1 000 euroa ,,,,ei sijoituksia ,ohita kysymys,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,ohita kysymys,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,ohita kysymys,3 - jokseenkin eri mieltä,ohita kysymys,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,Kyllä,Ei,Kyllä,Ei,Kyllä,Kyllä
03 Varsinais-Suomen vaalipiiri,5680,Mäki,Sebastian,Mäki Sebastian,Piraattipuolue,32,M,0,0,0,Turku,9,"Perustulo, ajattelutaidon parantaminen koulutusta kehittämällä, hallintorakenteiden keventäminen ja tehostaminen, kansalaisoikeudet, insentiivien luominen yhteishyödyttävään toimintaan, suora demokratia.",Lupaan olla objektiivinen,Lupaan olla epäitsekäs.,Lupaan olla rauhanomainen ja nostaa yhteistyön astetta.,suomi ,http://sebastianmaki.fi,https://www.facebook.com/sebastian.maki,https://twitter.com/SebastianMaki,ei,Maailman kaikki tietoiset olennot,internet ,yksityinen ,,Ohjelmistosuunnittelija,joku muu,suomi |englanti |joku muu,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,alle 1 000 euroa ,1-20 % ,yksityiset lahjoitukset ,alle 20 000 euroa ,0-10 000 euroa ,4 - täysin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Kyllä
03 Varsinais-Suomen vaalipiiri,5831,Mäki-Punto-Ristanen,Tarja,Mäki-Punto-Ristanen Tarja,Kansallinen Kokoomus,42,F,0,0,0,Loimaa,24,"Haluan edistää lasten, perheiden, pienyrittäjien, yhdistysten ja liikunnan asiaa ja asemaa.","Lupaan, etten tavoittele omaa etua, vaan toimin yhteiskunnan hyväksi ja aina parhaan kykyni mukaan. Poliitikkona pidän sydämen mukana.","Lupaan, että mietin jokaisessa päätöksenteossa lapsen etua ja asetan sen etusijalle.","Lupaan tehdä kaikkeni, jotta pienyrittäjällä olisi helpompi, edullisempi ja riskittömämpi työllistää varsinkin ensimmäinen työntekijä.",suomi ,http://www.maki-punto.com/,https://www.facebook.com/TarjaMPR,https://twitter.com/tarjampr,kyllä ,Aviomies Kari Ristanen ja 5-vuotias poikamme Antti,liikunta ,julkinen ,joku muu,järjestösihteeri,ylioppilas ,suomi |ruotsi |englanti ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,5 000-10 000 euroa ,1-20 % ,yksityiset lahjoitukset ,20 000-30 000 euroa ,0-10 000 euroa ,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,Ei,Kyllä,Kyllä,Ei,Kyllä,Ei
